"Time","Absolute Pressure (mb)"
2021-08-06 00:00:00,849
2021-08-06 00:20:00,848
2021-08-06 00:40:00,848
2021-08-06 01:00:00,848
2021-08-06 01:20:00,848
2021-08-06 01:40:00,848
2021-08-06 02:00:00,848
2021-08-06 02:20:00,848
2021-08-06 02:40:00,848
2021-08-06 03:00:00,848
2021-08-06 03:20:00,848
2021-08-06 03:40:00,846
2021-08-06 04:00:00,846
2021-08-06 04:20:00,845
2021-08-06 04:40:00,845
2021-08-06 05:00:00,846
2021-08-06 05:20:00,846
2021-08-06 05:40:00,846
2021-08-06 06:00:00,847
2021-08-06 06:20:00,847
2021-08-06 06:40:00,848
2021-08-06 07:00:00,848
2021-08-06 07:20:00,848
2021-08-06 07:40:00,849
2021-08-06 08:00:00,848
2021-08-06 08:20:00,848
2021-08-06 08:40:00,848
2021-08-06 09:00:00,848
2021-08-06 09:20:00,847
2021-08-06 09:40:00,847
2021-08-06 10:00:00,846
2021-08-06 10:20:00,846
2021-08-06 10:40:00,846
2021-08-06 11:00:00,847
2021-08-06 11:20:00,847
2021-08-06 11:40:00,847
2021-08-06 12:00:00,847
2021-08-06 12:20:00,847
2021-08-06 12:40:00,847
2021-08-06 13:00:00,847
2021-08-06 13:20:00,847
2021-08-06 13:40:00,846
2021-08-06 14:00:00,846
2021-08-06 14:20:00,846
2021-08-06 14:40:00,846
2021-08-06 15:00:00,846
2021-08-06 15:20:00,846
2021-08-06 15:40:00,846
2021-08-06 16:00:00,846
2021-08-06 16:20:00,845
2021-08-06 16:40:00,846
2021-08-06 17:00:00,846
2021-08-06 17:20:00,846
2021-08-06 17:40:00,846
2021-08-06 18:00:00,846
2021-08-06 18:20:00,847
2021-08-06 18:40:00,847
2021-08-06 19:00:00,847
2021-08-06 19:20:00,847
2021-08-06 19:40:00,847
2021-08-06 20:00:00,848
2021-08-06 20:20:00,848
2021-08-06 20:40:00,848
2021-08-06 21:00:00,848
2021-08-06 21:20:00,848
2021-08-06 21:40:00,848
2021-08-06 22:00:00,849
2021-08-06 22:20:00,849
2021-08-06 22:40:00,849
2021-08-06 23:00:00,849
2021-08-06 23:20:00,849
2021-08-06 23:40:00,849
2021-08-07 00:00:00,849
2021-08-07 00:20:00,849
2021-08-07 00:40:00,849
2021-08-07 01:00:00,849
2021-08-07 01:20:00,849
2021-08-07 01:40:00,849
2021-08-07 02:00:00,849
2021-08-07 02:20:00,849
2021-08-07 02:40:00,849
2021-08-07 03:00:00,849
2021-08-07 03:20:00,849
2021-08-07 03:40:00,849
2021-08-07 04:00:00,849
2021-08-07 04:20:00,849
2021-08-07 04:40:00,849
2021-08-07 05:00:00,849
2021-08-07 05:20:00,849
2021-08-07 05:40:00,849
2021-08-07 06:00:00,849
2021-08-07 06:20:00,849
2021-08-07 06:40:00,849
2021-08-07 07:00:00,849
2021-08-07 07:20:00,850
2021-08-07 07:40:00,850
2021-08-07 08:00:00,850
2021-08-07 08:20:00,850
2021-08-07 08:40:00,850
2021-08-07 09:00:00,849
2021-08-07 09:20:00,849
2021-08-07 09:40:00,849
2021-08-07 10:00:00,849
2021-08-07 10:20:00,849
2021-08-07 10:40:00,849
2021-08-07 11:00:00,849
2021-08-07 11:20:00,848
2021-08-07 11:40:00,848
2021-08-07 12:00:00,848
2021-08-07 12:20:00,848
2021-08-07 12:40:00,848
2021-08-07 13:00:00,848
2021-08-07 13:20:00,847
2021-08-07 13:40:00,847
2021-08-07 14:00:00,847
2021-08-07 14:20:00,847
2021-08-07 14:40:00,846
2021-08-07 15:00:00,846
2021-08-07 15:20:00,846
2021-08-07 15:40:00,846
2021-08-07 16:00:00,845
2021-08-07 16:20:00,845
2021-08-07 16:40:00,845
2021-08-07 17:00:00,845
2021-08-07 17:20:00,845
2021-08-07 17:40:00,845
2021-08-07 18:00:00,845
2021-08-07 18:20:00,845
2021-08-07 18:40:00,844
2021-08-07 19:00:00,844
2021-08-07 19:20:00,844
2021-08-07 19:40:00,844
2021-08-07 20:00:00,844
2021-08-07 20:20:00,844
2021-08-07 20:40:00,844
2021-08-07 21:00:00,844
2021-08-07 21:20:00,844
2021-08-07 21:40:00,844
2021-08-07 22:00:00,844
2021-08-07 22:20:00,844
2021-08-07 22:40:00,844
2021-08-07 23:00:00,844
2021-08-07 23:20:00,844
2021-08-07 23:40:00,844
2021-08-08 00:00:00,844
2021-08-08 00:20:00,844
2021-08-08 00:40:00,844
2021-08-08 01:00:00,844
2021-08-08 01:20:00,844
2021-08-08 01:40:00,844
2021-08-08 02:00:00,844
2021-08-08 02:20:00,844
2021-08-08 02:40:00,844
2021-08-08 03:00:00,844
2021-08-08 03:20:00,844
2021-08-08 03:40:00,844
2021-08-08 04:00:00,844
2021-08-08 04:20:00,844
2021-08-08 04:40:00,844
2021-08-08 05:00:00,843
2021-08-08 05:20:00,843
2021-08-08 05:40:00,843
2021-08-08 06:00:00,843
2021-08-08 06:20:00,843
2021-08-08 06:40:00,843
2021-08-08 07:00:00,843
2021-08-08 07:20:00,843
2021-08-08 07:40:00,843
2021-08-08 08:00:00,843
2021-08-08 08:20:00,843
2021-08-08 08:40:00,843
2021-08-08 09:00:00,843
2021-08-08 09:20:00,842
2021-08-08 09:40:00,842
2021-08-08 10:00:00,842
2021-08-08 10:20:00,842
2021-08-08 10:40:00,842
2021-08-08 11:00:00,842
2021-08-08 11:20:00,842
2021-08-08 11:40:00,841
2021-08-08 12:00:00,841
2021-08-08 12:20:00,841
2021-08-08 12:40:00,841
2021-08-08 13:00:00,841
2021-08-08 13:20:00,841
2021-08-08 13:40:00,841
2021-08-08 14:00:00,840
2021-08-08 14:20:00,840
2021-08-08 14:40:00,840
2021-08-08 15:00:00,840
2021-08-08 15:20:00,840
2021-08-08 15:40:00,840
2021-08-08 16:00:00,841
2021-08-08 16:20:00,842
2021-08-08 16:40:00,843
2021-08-08 17:00:00,844
2021-08-08 17:20:00,845
2021-08-08 17:40:00,846
2021-08-08 18:00:00,845
2021-08-08 18:20:00,846
2021-08-08 18:40:00,846
2021-08-08 19:00:00,846
2021-08-08 19:20:00,847
2021-08-08 19:40:00,847
2021-08-08 20:00:00,845
2021-08-08 20:20:00,844
2021-08-08 20:40:00,845
2021-08-08 21:00:00,847
2021-08-08 21:20:00,847
2021-08-08 21:40:00,849
2021-08-08 22:00:00,849
2021-08-08 22:20:00,850
2021-08-08 22:40:00,850
2021-08-08 23:00:00,850
2021-08-08 23:20:00,849
2021-08-08 23:40:00,849
2021-08-09 00:00:00,849
2021-08-09 00:20:00,849
2021-08-09 00:40:00,849
2021-08-09 01:00:00,849
2021-08-09 01:20:00,849
2021-08-09 01:40:00,849
2021-08-09 02:00:00,849
2021-08-09 02:20:00,849
2021-08-09 02:40:00,849
2021-08-09 03:00:00,849
2021-08-09 03:20:00,849
2021-08-09 03:40:00,849
2021-08-09 04:00:00,849
2021-08-09 04:20:00,849
2021-08-09 04:40:00,849
2021-08-09 05:00:00,849
2021-08-09 05:20:00,850
2021-08-09 05:40:00,850
2021-08-09 06:00:00,850
2021-08-09 06:20:00,850
2021-08-09 06:40:00,850
2021-08-09 07:00:00,850
2021-08-09 07:20:00,850
2021-08-09 07:40:00,850
2021-08-09 08:00:00,851
2021-08-09 08:20:00,851
2021-08-09 08:40:00,851
2021-08-09 09:00:00,851
2021-08-09 09:20:00,851
2021-08-09 09:40:00,851
2021-08-09 10:00:00,851
2021-08-09 10:20:00,851
2021-08-09 10:40:00,851
2021-08-09 11:00:00,851
2021-08-09 11:20:00,851
2021-08-09 11:40:00,851
2021-08-09 12:00:00,851
2021-08-09 12:20:00,851
2021-08-09 12:40:00,850
2021-08-09 13:00:00,850
2021-08-09 13:20:00,850
2021-08-09 13:40:00,850
2021-08-09 14:00:00,850
2021-08-09 14:20:00,850
2021-08-09 14:40:00,850
2021-08-09 15:00:00,850
2021-08-09 15:20:00,850
2021-08-09 15:40:00,849
2021-08-09 16:00:00,849
2021-08-09 16:20:00,849
2021-08-09 16:40:00,849
2021-08-09 17:00:00,849
2021-08-09 17:20:00,849
2021-08-09 17:40:00,849
2021-08-09 18:00:00,849
2021-08-09 18:20:00,849
2021-08-09 18:40:00,849
2021-08-09 19:00:00,849
2021-08-09 19:20:00,849
2021-08-09 19:40:00,849
2021-08-09 20:00:00,849
2021-08-09 20:20:00,849
2021-08-09 20:40:00,850
2021-08-09 21:00:00,850
2021-08-09 21:20:00,850
2021-08-09 21:40:00,850
2021-08-09 22:00:00,850
2021-08-09 22:20:00,850
2021-08-09 22:40:00,850
2021-08-09 23:00:00,850
2021-08-09 23:20:00,850
2021-08-09 23:40:00,850
2021-08-10 00:00:00,850
2021-08-10 00:20:00,850
2021-08-10 00:40:00,850
2021-08-10 01:00:00,850
2021-08-10 01:20:00,850
2021-08-10 01:40:00,850
2021-08-10 02:00:00,850
2021-08-10 02:20:00,850
2021-08-10 02:40:00,850
2021-08-10 03:00:00,850
2021-08-10 03:20:00,850
2021-08-10 03:40:00,850
2021-08-10 04:00:00,850
2021-08-10 04:20:00,850
2021-08-10 04:40:00,850
2021-08-10 05:00:00,850
2021-08-10 05:20:00,850
2021-08-10 05:40:00,850
2021-08-10 06:00:00,850
2021-08-10 06:20:00,850
2021-08-10 06:40:00,850
2021-08-10 07:00:00,850
2021-08-10 07:20:00,850
2021-08-10 07:40:00,851
2021-08-10 08:00:00,851
2021-08-10 08:20:00,851
2021-08-10 08:40:00,851
2021-08-10 09:00:00,850
2021-08-10 09:20:00,850
2021-08-10 09:40:00,850
2021-08-10 10:00:00,850
2021-08-10 10:20:00,850
2021-08-10 10:40:00,850
2021-08-10 11:00:00,850
2021-08-10 11:20:00,850
2021-08-10 11:40:00,850
2021-08-10 12:00:00,850
2021-08-10 12:20:00,850
2021-08-10 12:40:00,849
2021-08-10 13:00:00,849
2021-08-10 13:20:00,849
2021-08-10 13:40:00,849
2021-08-10 14:00:00,849
2021-08-10 14:20:00,849
2021-08-10 14:40:00,849
2021-08-10 15:00:00,849
2021-08-10 15:20:00,849
2021-08-10 15:40:00,849
2021-08-10 16:00:00,849
2021-08-10 16:20:00,849
2021-08-10 16:40:00,848
2021-08-10 17:00:00,848
2021-08-10 17:20:00,848
2021-08-10 17:40:00,848
2021-08-10 18:00:00,848
2021-08-10 18:20:00,848
2021-08-10 18:40:00,848
2021-08-10 19:00:00,848
2021-08-10 19:20:00,848
2021-08-10 19:40:00,848
2021-08-10 20:00:00,848
2021-08-10 20:20:00,848
2021-08-10 20:40:00,848
2021-08-10 21:00:00,849
2021-08-10 21:20:00,849
2021-08-10 21:40:00,849
2021-08-10 22:00:00,849
2021-08-10 22:20:00,849
2021-08-10 22:40:00,849
2021-08-10 23:00:00,850
2021-08-10 23:20:00,850
2021-08-10 23:40:00,850
2021-08-11 00:00:00,850
2021-08-11 00:20:00,850
2021-08-11 00:40:00,850
2021-08-11 01:00:00,851
2021-08-11 01:20:00,851
2021-08-11 01:40:00,851
2021-08-11 02:00:00,851
2021-08-11 02:20:00,850
2021-08-11 02:40:00,850
2021-08-11 03:00:00,850
2021-08-11 03:20:00,850
2021-08-11 03:40:00,850
2021-08-11 04:00:00,850
2021-08-11 04:20:00,850
2021-08-11 04:40:00,850
2021-08-11 05:00:00,850
2021-08-11 05:20:00,850
2021-08-11 05:40:00,850
2021-08-11 06:00:00,850
2021-08-11 06:20:00,850
2021-08-11 06:40:00,850
2021-08-11 07:00:00,851
2021-08-11 07:20:00,851
2021-08-11 07:40:00,851
2021-08-11 08:00:00,851
2021-08-11 08:20:00,851
2021-08-11 08:40:00,851
2021-08-11 09:00:00,851
2021-08-11 09:20:00,851
2021-08-11 09:40:00,851
2021-08-11 10:00:00,851
2021-08-11 10:20:00,851
2021-08-11 10:40:00,851
2021-08-11 11:00:00,851
2021-08-11 11:20:00,851
2021-08-11 11:40:00,851
2021-08-11 12:00:00,851
2021-08-11 12:20:00,850
2021-08-11 12:40:00,850
2021-08-11 13:00:00,850
2021-08-11 13:20:00,850
2021-08-11 13:40:00,850
2021-08-11 14:00:00,850
2021-08-11 14:20:00,850
2021-08-11 14:40:00,850
2021-08-11 15:00:00,849
2021-08-11 15:20:00,849
2021-08-11 15:40:00,849
2021-08-11 16:00:00,849
2021-08-11 16:20:00,849
2021-08-11 16:40:00,849
2021-08-11 17:00:00,849
2021-08-11 17:20:00,848
2021-08-11 17:40:00,848
2021-08-11 18:00:00,848
2021-08-11 18:20:00,848
2021-08-11 18:40:00,848
2021-08-11 19:00:00,848
2021-08-11 19:20:00,848
2021-08-11 19:40:00,848
2021-08-11 20:00:00,849
2021-08-11 20:20:00,849
2021-08-11 20:40:00,849
2021-08-11 21:00:00,849
2021-08-11 21:20:00,849
2021-08-11 21:40:00,850
2021-08-11 22:00:00,850
2021-08-11 22:20:00,850
2021-08-11 22:40:00,850
2021-08-11 23:00:00,850
2021-08-11 23:20:00,851
2021-08-11 23:40:00,851
2021-08-12 00:00:00,851
2021-08-12 00:20:00,851
2021-08-12 00:40:00,851
2021-08-12 01:00:00,851
2021-08-12 01:20:00,852
2021-08-12 01:40:00,852
2021-08-12 02:00:00,852
2021-08-12 02:20:00,852
2021-08-12 02:40:00,852
2021-08-12 03:00:00,852
2021-08-12 03:20:00,852
2021-08-12 03:40:00,852
2021-08-12 04:00:00,852
2021-08-12 04:20:00,853
2021-08-12 04:40:00,853
2021-08-12 05:00:00,853
2021-08-12 05:20:00,853
2021-08-12 05:40:00,853
2021-08-12 06:00:00,854
2021-08-12 06:20:00,854
2021-08-12 06:40:00,854
2021-08-12 07:00:00,854
2021-08-12 07:20:00,854
2021-08-12 07:40:00,855
2021-08-12 08:00:00,855
2021-08-12 08:20:00,855
2021-08-12 08:40:00,855
2021-08-12 09:00:00,855
2021-08-12 09:20:00,855
2021-08-12 09:40:00,855
2021-08-12 10:00:00,855
2021-08-12 10:20:00,855
2021-08-12 10:40:00,855
2021-08-12 11:00:00,855
2021-08-12 11:20:00,855
2021-08-12 11:40:00,854
2021-08-12 12:00:00,854
2021-08-12 12:20:00,854
2021-08-12 12:40:00,854
2021-08-12 13:00:00,854
2021-08-12 13:20:00,854
2021-08-12 13:40:00,853
2021-08-12 14:00:00,853
2021-08-12 14:20:00,853
2021-08-12 14:40:00,853
2021-08-12 15:00:00,853
2021-08-12 15:20:00,853
2021-08-12 15:40:00,853
2021-08-12 16:00:00,852
2021-08-12 16:20:00,852
2021-08-12 16:40:00,852
2021-08-12 17:00:00,852
2021-08-12 17:20:00,852
2021-08-12 17:40:00,852
2021-08-12 18:00:00,852
2021-08-12 18:20:00,852
2021-08-12 18:40:00,852
2021-08-12 19:00:00,851
2021-08-12 19:20:00,851
2021-08-12 19:40:00,851
2021-08-12 20:00:00,852
2021-08-12 20:20:00,852
2021-08-12 20:40:00,852
2021-08-12 21:00:00,853
2021-08-12 21:20:00,853
2021-08-12 21:40:00,853
2021-08-12 22:00:00,853
2021-08-12 22:20:00,853
2021-08-12 22:40:00,854
2021-08-12 23:00:00,854
2021-08-12 23:20:00,854
2021-08-12 23:40:00,854
2021-08-13 00:00:00,854
2021-08-13 00:20:00,855
2021-08-13 00:40:00,855
2021-08-13 01:00:00,855
2021-08-13 01:20:00,855
2021-08-13 01:40:00,855
2021-08-13 02:00:00,855
2021-08-13 02:20:00,856
2021-08-13 02:40:00,856
2021-08-13 03:00:00,856
2021-08-13 03:20:00,856
2021-08-13 03:40:00,856
2021-08-13 04:00:00,856
2021-08-13 04:20:00,856
2021-08-13 04:40:00,856
2021-08-13 05:00:00,856
2021-08-13 05:20:00,857
2021-08-13 05:40:00,857
2021-08-13 06:00:00,857
2021-08-13 06:20:00,857
2021-08-13 06:40:00,857
2021-08-13 07:00:00,857
2021-08-13 07:20:00,857
2021-08-13 07:40:00,857
2021-08-13 08:00:00,857
2021-08-13 08:20:00,857
2021-08-13 08:40:00,857
2021-08-13 09:00:00,857
2021-08-13 09:20:00,857
2021-08-13 09:40:00,857
2021-08-13 10:00:00,857
2021-08-13 10:20:00,857
2021-08-13 10:40:00,857
2021-08-13 11:00:00,857
2021-08-13 11:20:00,857
2021-08-13 11:40:00,856
2021-08-13 12:00:00,856
2021-08-13 12:20:00,856
2021-08-13 12:40:00,856
2021-08-13 13:00:00,856
2021-08-13 13:20:00,855
2021-08-13 13:40:00,855
2021-08-13 14:00:00,855
2021-08-13 14:20:00,855
2021-08-13 14:40:00,855
2021-08-13 15:00:00,855
2021-08-13 15:20:00,854
2021-08-13 15:40:00,854
2021-08-13 16:00:00,854
2021-08-13 16:20:00,854
2021-08-13 16:40:00,854
2021-08-13 17:00:00,854
2021-08-13 17:20:00,854
2021-08-13 17:40:00,854
2021-08-13 18:00:00,854
2021-08-13 18:20:00,853
2021-08-13 18:40:00,853
2021-08-13 19:00:00,853
2021-08-13 19:20:00,853
2021-08-13 19:40:00,853
2021-08-13 20:00:00,853
2021-08-13 20:20:00,853
2021-08-13 20:40:00,853
2021-08-13 21:00:00,853
2021-08-13 21:20:00,854
2021-08-13 21:40:00,854
2021-08-13 22:00:00,854
2021-08-13 22:20:00,854
2021-08-13 22:40:00,854
2021-08-13 23:00:00,854
2021-08-13 23:20:00,854
2021-08-13 23:40:00,854
2021-08-14 00:00:00,854
2021-08-14 00:20:00,854
2021-08-14 00:40:00,854
2021-08-14 01:00:00,854
2021-08-14 01:20:00,854
2021-08-14 01:40:00,854
2021-08-14 02:00:00,854
2021-08-14 02:20:00,854
2021-08-14 02:40:00,854
2021-08-14 03:00:00,854
2021-08-14 03:20:00,854
2021-08-14 03:40:00,854
2021-08-14 04:00:00,854
2021-08-14 04:20:00,854
2021-08-14 04:40:00,854
2021-08-14 05:00:00,854
2021-08-14 05:20:00,854
2021-08-14 05:40:00,854
2021-08-14 06:00:00,854
2021-08-14 06:20:00,854
2021-08-14 06:40:00,854
2021-08-14 07:00:00,854
2021-08-14 07:20:00,855
2021-08-14 07:40:00,855
2021-08-14 08:00:00,855
2021-08-14 08:20:00,855
2021-08-14 08:40:00,855
2021-08-14 09:00:00,855
2021-08-14 09:20:00,855
2021-08-14 09:40:00,855
2021-08-14 10:00:00,854
2021-08-14 10:20:00,855
2021-08-14 10:40:00,854
2021-08-14 11:00:00,854
2021-08-14 11:20:00,854
2021-08-14 11:40:00,854
2021-08-14 12:00:00,854
2021-08-14 12:20:00,854
2021-08-14 12:40:00,854
2021-08-14 13:00:00,853
2021-08-14 13:20:00,853
2021-08-14 13:40:00,853
2021-08-14 14:00:00,853
2021-08-14 14:20:00,853
2021-08-14 14:40:00,853
2021-08-14 15:00:00,852
2021-08-14 15:20:00,852
2021-08-14 15:40:00,852
2021-08-14 16:00:00,852
2021-08-14 16:20:00,852
2021-08-14 16:40:00,851
2021-08-14 17:00:00,851
2021-08-14 17:20:00,851
2021-08-14 17:40:00,851
2021-08-14 18:00:00,851
2021-08-14 18:20:00,851
2021-08-14 18:40:00,851
2021-08-14 19:00:00,851
2021-08-14 19:20:00,851
2021-08-14 19:40:00,851
2021-08-14 20:00:00,851
2021-08-14 20:20:00,852
2021-08-14 20:40:00,852
2021-08-14 21:00:00,852
2021-08-14 21:20:00,852
2021-08-14 21:40:00,852
2021-08-14 22:00:00,852
2021-08-14 22:20:00,853
2021-08-14 22:40:00,853
2021-08-14 23:00:00,853
2021-08-14 23:20:00,853
2021-08-14 23:40:00,853
2021-08-15 00:00:00,853
2021-08-15 00:20:00,853
2021-08-15 00:40:00,853
2021-08-15 01:00:00,853
2021-08-15 01:20:00,853
2021-08-15 01:40:00,853
2021-08-15 02:00:00,853
2021-08-15 02:20:00,853
2021-08-15 02:40:00,853
2021-08-15 03:00:00,853
2021-08-15 03:20:00,853
2021-08-15 03:40:00,853
2021-08-15 04:00:00,853
2021-08-15 04:20:00,853
2021-08-15 04:40:00,853
2021-08-15 05:00:00,854
2021-08-15 05:20:00,854
2021-08-15 05:40:00,854
2021-08-15 06:00:00,854
2021-08-15 06:20:00,854
2021-08-15 06:40:00,854
2021-08-15 07:00:00,854
2021-08-15 07:20:00,854
2021-08-15 07:40:00,854
2021-08-15 08:00:00,854
2021-08-15 08:20:00,854
2021-08-15 08:40:00,854
2021-08-15 09:00:00,854
2021-08-15 09:20:00,854
2021-08-15 09:40:00,854
2021-08-15 10:00:00,854
2021-08-15 10:20:00,854
2021-08-15 10:40:00,854
2021-08-15 11:00:00,854
2021-08-15 11:20:00,854
2021-08-15 11:40:00,854
2021-08-15 12:00:00,854
2021-08-15 12:20:00,853
2021-08-15 12:40:00,853
2021-08-15 13:00:00,853
2021-08-15 13:20:00,853
2021-08-15 13:40:00,853
2021-08-15 14:00:00,853
2021-08-15 14:20:00,853
2021-08-15 14:40:00,852
2021-08-15 15:00:00,852
2021-08-15 15:20:00,852
2021-08-15 15:40:00,852
2021-08-15 16:00:00,851
2021-08-15 16:20:00,851
2021-08-15 16:40:00,851
2021-08-15 17:00:00,851
2021-08-15 17:20:00,851
2021-08-15 17:40:00,850
2021-08-15 18:00:00,850
2021-08-15 18:20:00,850
2021-08-15 18:40:00,850
2021-08-15 19:00:00,850
2021-08-15 19:20:00,849
2021-08-15 19:40:00,849
2021-08-15 20:00:00,849
2021-08-15 20:20:00,849
2021-08-15 20:40:00,849
2021-08-15 21:00:00,849
2021-08-15 21:20:00,849
2021-08-15 21:40:00,850
2021-08-15 22:00:00,849
2021-08-15 22:20:00,849
2021-08-15 22:40:00,849
2021-08-15 23:00:00,849
2021-08-15 23:20:00,850
2021-08-15 23:40:00,850
2021-08-16 00:00:00,850
2021-08-16 00:20:00,849
2021-08-16 00:40:00,849
2021-08-16 01:00:00,849
2021-08-16 01:20:00,849
2021-08-16 01:40:00,849
2021-08-16 02:00:00,849
2021-08-16 02:20:00,849
2021-08-16 02:40:00,849
2021-08-16 03:00:00,849
2021-08-16 03:20:00,849
2021-08-16 03:40:00,848
2021-08-16 04:00:00,848
2021-08-16 04:20:00,848
2021-08-16 04:40:00,848
2021-08-16 05:00:00,848
2021-08-16 05:20:00,848
2021-08-16 05:40:00,848
2021-08-16 06:00:00,848
2021-08-16 06:20:00,848
2021-08-16 06:40:00,848
2021-08-16 07:00:00,848
2021-08-16 07:20:00,848
2021-08-16 07:40:00,848
2021-08-16 08:00:00,848
2021-08-16 08:20:00,848
2021-08-16 08:40:00,847
2021-08-16 09:00:00,847
2021-08-16 09:20:00,847
2021-08-16 09:40:00,847
2021-08-16 10:00:00,847
2021-08-16 10:20:00,847
2021-08-16 10:40:00,847
2021-08-16 11:00:00,847
2021-08-16 11:20:00,847
2021-08-16 11:40:00,846
2021-08-16 12:00:00,846
2021-08-16 12:20:00,846
2021-08-16 12:40:00,846
2021-08-16 13:00:00,845
2021-08-16 13:20:00,845
2021-08-16 13:40:00,845
2021-08-16 14:00:00,845
2021-08-16 14:20:00,845
2021-08-16 14:40:00,844
2021-08-16 15:00:00,844
2021-08-16 15:20:00,844
2021-08-16 15:40:00,844
2021-08-16 16:00:00,844
2021-08-16 16:20:00,843
2021-08-16 16:40:00,843
2021-08-16 17:00:00,843
2021-08-16 17:20:00,844
2021-08-16 17:40:00,845
2021-08-16 18:00:00,844
2021-08-16 18:20:00,844
2021-08-16 18:40:00,845
2021-08-16 19:00:00,846
2021-08-16 19:20:00,847
2021-08-16 19:40:00,845
2021-08-16 20:00:00,845
2021-08-16 20:20:00,843
2021-08-16 20:40:00,843
2021-08-16 21:00:00,843
2021-08-16 21:20:00,843
2021-08-16 21:40:00,843
2021-08-16 22:00:00,843
2021-08-16 22:20:00,843
2021-08-16 22:40:00,843
2021-08-16 23:00:00,843
2021-08-16 23:20:00,843
2021-08-16 23:40:00,843

